Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Restaurant Prima Luna - Tesla Destination,7301 Henri Bourassa Est,,Montreal,QC,H1E 2Z6,,514-494-6666  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,45.617271,-73.594169,2020-11-03,116640,2020-11-18 00:06:10 UTC,P,,,2017-03-01,,,,,J1772 TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; pour avoir accès consulter le valet de stationnement,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,9175 Perras: Aréna René-Masson,9175 Boulevard Perras,,Montréal,QC,H1E 3J7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.651708,-73.577687,2020-12-12,130887,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,FCR - Faubourg des Prairies,12421 Boulevard Rodolphe,,Montréal,QC,H1E 4T4,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.649299,-73.57813,2020-12-12,130883,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7599 André-Ampère – Piscine Hans Selye,7581 Avenue André-Ampère,,Montréal,QC,H1E 5N4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.631535,-73.60047,2020-12-12,149531,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9098 Robert-Armour,9098 Robert-Armour,,Montréal,QC,H1E 7E7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.644233,-73.568159,2020-12-12,165690,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Desjardins - CdS Sainte-Colette,5640 boulevard Léger,,Montréal-Nord,QC,H1G 1K5,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.61516,-73.62988,2020-12-12,145012,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,CÉGEP Marie-Victorin,7000 Rue Marie-Victorin,,Montréal,QC,H1G 2J6,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.618641,-73.604986,2020-12-12,130859,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,10825 Edger,10825 Edger,,Montréal,QC,H1G 3E1,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.598674,-73.62151,2020-12-12,168086,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5195 Alfred,5195 Alfred,,Montréal,QC,H1G 5B9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.60424,-73.628686,2020-12-12,130837,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3700 Fleury E : Aréna Fleury,3700 rue Fleury E,,Montréal-Nord,QC,H1H 1M6,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.583071,-73.637151,2020-12-12,130804,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,12000 Rolland : Aréna Henri-Bourassa,12000 Boulevard Rolland,,Montréal-Nord,QC,H1H 1M6,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.615812,-73.620915,2020-12-12,130856,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4701 de Bayonne : Parc Sauvé,4701 de Bayonne,,Montréal,QC,H1H 1N9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.598483,-73.635289,2020-12-12,154290,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,11243 Garon - Parc Amos Garon,11243 Garon - Parc Amos Garon,,Montréal,QC,H1H 3T5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.59529,-73.638254,2020-12-12,165666,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,St-Hubert - Pie-IX,10495 boul. Pie-IX,,Montréal-Nord,QC,H1H 4A3,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.58745956,-73.63358307,2020-12-12,130808,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,11360 des Laurentides,11360 Avenue des Laurentides,,Montréal-Nord,QC,H1H 4W3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.591342,-73.649192,2020-12-12,130815,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4243 de Charleroi : Hôtel de Ville,4243 rue de Charleroi,,Montréal,QC,H1H 5R5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.594104,-73.637803,2020-12-12,130818,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Montréal,7510 Jarry Est,,Montréal,QC,H1J 1G9,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,45.605901,-73.570928,2020-12-12,150048,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8755 4e Croissant,8755 4e Croissant,,Montréal,QC,H1J 1M3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.622917,-73.572803,2020-12-12,153211,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8261 Haut-Anjou,8261 Haut-Anjou,,Montréal,QC,H1J 1T8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.603003,-73.56918,2020-12-12,167149,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8200 ave Chénier - Aréna Chénier,8200 ave Chénier,,Montréal,QC,H1J 2E9,,855-999-8378,E,,Public,24 hours daily,,,,,,4,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.601351,-73.541023,2020-12-12,158245,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7171 Bombardier - Atelier municipal,7171 Bombardier,,Montréal,QC,H1J 2E9,,855-999-8378,E,,Public,24 hours daily,,,,,,8,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.6077106,-73.585494,2020-12-12,165664,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7800 Métropolitain Est : Centre communautaire,7800 boul. Métropolitain Est,,Montréal,QC,H1K 1A1,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.606483,-73.563324,2020-12-12,130841,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8621 Avenue Chaumont (côté Nord),8621 Avenue Chaumont,,Montréal,QC,H1K 1N3,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.610535,-73.54809,2020-12-12,130849,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7501 Rondeau,7501 Rondeau,,Montréal,QC,H1K 2P3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.616118,-73.550586,2020-12-12,139038,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Desjardins - CdS Anjou,"7000, boulevard Joseph-Renaud",,Anjou,QC,H1K 3V7,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.605372,-73.554639,2020-12-12,145659,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7701 Louis-H. La Fontaine,7701 Louis-H. La Fontaine,,Montréal,QC,H1K 4B9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.601665,-73.557643,2020-12-12,165665,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,St-Hubert - Honoré-Beaugrand,7870 Sherbrooke Est,,Montréal,QC,H1L 1A5,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.59570206,-73.53485847,2020-12-12,130821,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9546 Sherbrooke E,9546 Sherbrooke E,,Montréal,QC,H1L 1E8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.611736,-73.525782,2020-12-12,130850,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8646 Hochelaga,8646 Rue Hochelaga,,Montréal,QC,H1L 2M4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.600679,-73.520042,2020-12-12,130830,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8780 Dubuisson : Aréna Clément-Jetté,8780 avenue Dubuisson,,Montréal,QC,H1L 2W6,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.601505,-73.516546,2020-12-12,130834,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8355 Notre-Dame,8355 Notre-Dame,,Montréal,QC,H1L 3L2,,855-999-8378,E,,Public,24 hours daily,,,,,,4,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.594272,-73.511316,2020-12-12,130819,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,2325 Hector,2325 Hector,,Montréal,QC,H1L 3X2,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.610693,-73.514451,2020-12-12,167081,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,369 Contrecoeur,369 Rue de Contrecoeur,,Montréal,QC,H1L 3Y4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.609293,-73.510792,2020-12-12,130846,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,2850 Pierre-Bernard,2580 Pierre-Bernard,,Montréal,QC,H1L 4P7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.604685,-73.52001,2020-12-12,153731,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5815 Albert Malouin,5815 Albert Malouin,,Montréal,QC,H1M 1H9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.578223,-73.558267,2020-12-12,165676,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,BRCC - Esso Anjou,"6270, Boulevard Louis-H. La Fontaine",,Montréal,QC,H1M 1S8,,855-999-8378,E,,Public,24 hours daily,,,,,,,2,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.5981,-73.55314,2020-12-12,165694,2020-12-12 01:16:56 UTC,,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,FLO - Cadillac Fairview - Galeries d’Anjou,7999 Boulevard des Galeries d'Anjou,,Anjou,QC,H1M 1W9,,888-356-8911,E,,Public,24 hours daily,,,,,,4,1,,FLO,https://flo.ca/,200-8,45.599355,-73.56875,2020-12-12,129762,2020-12-12 01:12:25 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,RONA - Anjou,7273 boul. des Galeries-d'Anjou,,Anjou,QC,H1M 2W2,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.596995,-73.561716,2020-12-12,130827,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,FLO - Les Halles d'Anjou - Sandalwood,7500 Boulevard Galeries d'Anjou,,Anjou,QC,H1M 3M4,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,45.598417,-73.568065,2020-12-12,149451,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7070 Jean-Talon,7070 rue Jean-Talon Est,,Montréal,QC,H1M 3T4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.597006,-73.570005,2020-12-12,130826,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,St-Hubert - Cadillac,6225 rue Sherbrooke Est,,Montréal,QC,H1N 1C3,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.579227,-73.54565,2020-12-12,130798,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ARTM - Terminus Radisson,7250 rue Sherbrooke Est,,Montréal,QC,H1N 1E7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.589575,-73.538865,2020-12-12,130811,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6750 de Marseille : Aréna St-Donat,6750 Rue de Marseille,,Montréal,QC,H1N 1M5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.583034,-73.537878,2020-12-12,130802,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5990 Hochelaga,5990 Hochelaga,,Montréal,QC,H1N 1X4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.573096,-73.535585,2020-12-12,153174,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6040 La Fontaine,6040 La Fontaine,,Montréal,QC,H1N 2B6,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.570197,-73.525253,2020-12-12,130783,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1311 Bernard,1311 avenue Bernard,,Outremont,QC,H1N 2B6,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.519117,-73.609886,2020-12-12,130574,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Porte et Fenêtres de l'est inc.,6051 rue Notre-Dame Est,,Montréal,QC,H1N 2E8,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,45.569568,-73.521838,2020-12-12,129753,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5750 Pierre de Coubertin,5750 Pierre de Coubertin,,Montréal,QC,H1N 2K9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.571643,-73.540697,2020-12-12,130785,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5600.com,5656 Hochelaga,,Montréal,QC,H1N 3L7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,1,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.56898,-73.538266,2020-12-12,130779,2020-12-12 01:16:56 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Auto Électrique Gagnon inc.,5845 Métropolitain Est,,St-Léonard,QC,H1P 1X3,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,45.587497,-73.58488,2020-12-12,149743,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Restaurant A La Vieille Cheminee - Tesla Destination,6715 Boulevard Metropolitain E,,Montr√©al,QC,H1P 1X8,,514-328-7136  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.595995,-73.577173,2020-11-03,150515,2020-11-18 00:06:10 UTC,P,,,2019-09-30,,,,,TESLA,CA,,Accessible 24 heures par jour; réservé aux clients,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,7800 De La Salette,7800 rue de la Salette,,Saint-Léonard,QC,H1P 2J8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.589705,-73.583061,2020-12-12,130812,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5275 Lavoisier,5200 Lavoisier,,Montréal,QC,H1R 1J5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.590009,-73.606516,2020-12-12,147161,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
